scenario_id,num_steps,total_turnover,total_inflow,total_outflow,net_turnover,outflow_to_inflow_ratio,fees_total,fees_ratio,incoming_transfer_sum,incoming_transfer_count,crypto_exchange_inflow_sum,foreign_bank_inflow_sum,primary_incoming_source,primary_sender_relationship,cash_inflow_sum,cash_outflow_sum,cash_turnover_ratio,anonymous_recipient_turnover,anonymous_recipient_ratio,night_operations_count,night_operations_ratio,rapid_velocity_count,rapid_velocity_ratio,avg_step_amount,max_step_amount,std_step_amount,max_frequency_single_step,repeated_amount_count,rapid_credit_to_debit_count,unique_channels_count,unique_cards_count,primary_channel,primary_category,most_frequent_card,has_cash,target_risk_score,target_risk_label,target_is_suspicious,scenario_archetype
scen_0013,9,454363.0,25000.0,429363.0,-404363.0,17.1745,2735.48,0.006,0.0,0,0.0,0.0,none,none,0.0,117735.0,0.2591,0.0,0.0,0,0.0,1,0.1111,50484.78,82845.0,20977.28,1,0,1,2,3,mobile,transfer,card_transfer,1,14.38,normal,0,retail
scen_0014,11,413809.0,30000.0,383809.0,-353809.0,12.7936,2226.92,0.0054,0.0,0,0.0,0.0,none,none,0.0,61573.0,0.1488,0.0,0.0,0,0.0,5,0.4545,37619.0,78522.0,17289.88,1,0,0,2,3,mobile,transfer,card_transfer,1,18.85,normal,0,retail
scen_0015,2,44508.0,25000.0,19508.0,5492.0,0.7803,97.54,0.0022,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,22254.0,25000.0,2746.0,1,0,1,1,2,mobile,salary,salary,0,13.22,normal,0,transfer_burst
scen_0016,11,471019.0,30676.0,440343.0,-409667.0,14.3546,2201.71,0.0047,30676.0,1,0.0,0.0,payment_service,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.4545,42819.91,79329.0,15494.78,1,0,1,2,2,mobile,transfer,card_transfer,0,21.1,review,0,incoming_series
scen_0017,2,67914.0,25000.0,42914.0,-17914.0,1.7166,214.57,0.0032,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,33957.0,42914.0,8957.0,1,0,1,1,2,mobile,salary,salary,0,14.4,normal,0,transfer_burst
scen_0018,12,487720.0,20000.0,467720.0,-447720.0,23.386,3828.74,0.0079,0.0,0,0.0,0.0,none,none,0.0,298029.0,0.6111,0.0,0.0,0,0.0,4,0.3333,40643.33,99399.0,25734.21,1,0,1,3,3,mobile,cash,cash_withdrawal,1,20.4,review,0,retail
scen_0019,4,107099.0,25000.0,82099.0,-57099.0,3.284,640.2,0.006,0.0,0,0.0,0.0,none,none,0.0,45941.0,0.429,0.0,0.0,0,0.0,0,0.0,26774.75,36158.0,7823.32,1,0,1,3,3,atm,cash,cash_withdrawal,1,15.93,normal,0,retail
scen_0020,2,59219.0,20000.0,39219.0,-19219.0,1.9609,196.1,0.0033,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,29609.5,39219.0,9609.5,1,0,1,1,2,mobile,salary,salary,0,13.96,normal,0,transfer_burst
scen_0021,2,99610.0,53025.0,46585.0,6440.0,0.8785,465.85,0.0047,53025.0,1,53025.0,0.0,crypto_exchange,anonymous_new_account,0.0,46585.0,0.4677,0.0,0.0,0,0.0,1,0.5,49805.0,53025.0,3220.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,41.98,suspicious,1,rapid_cash_out
scen_0022,12,596245.0,67199.0,529046.0,-461847.0,7.8728,2645.23,0.0044,67199.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0.5833,49687.08,78146.0,17851.69,1,0,0,2,2,mobile,transfer,card_transfer,0,22.13,review,0,incoming_series
scen_0023,7,314967.0,32810.0,282157.0,-249347.0,8.5997,1410.77,0.0045,32810.0,1,32810.0,0.0,crypto_exchange,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.2857,44995.29,67905.0,18739.59,1,0,0,2,2,mobile,transfer,card_transfer,0,20.5,review,0,incoming_series
scen_0024,14,711502.0,72277.0,639225.0,-566948.0,8.8441,3196.1,0.0045,72277.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.4286,50821.57,77889.0,21455.42,1,0,1,2,2,mobile,transfer,card_transfer,0,18.87,normal,0,incoming_series
scen_0025,2,101162.0,25000.0,76162.0,-51162.0,3.0465,380.81,0.0038,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,50581.0,76162.0,25581.0,1,0,1,1,2,mobile,salary,salary,0,16.06,normal,0,transfer_burst
scen_0026,4,224935.0,42406.0,182529.0,-140123.0,4.3043,912.64,0.0041,42406.0,1,42406.0,0.0,crypto_exchange,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.25,56233.75,73517.0,14505.41,1,0,1,2,2,mobile,transfer,card_transfer,0,22.38,review,0,incoming_series
scen_0027,2,79020.0,25000.0,54020.0,-29020.0,2.1608,270.1,0.0034,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,39510.0,54020.0,14510.0,1,0,1,1,2,mobile,salary,salary,0,17.45,normal,0,transfer_burst
scen_0028,4,162448.0,30000.0,132448.0,-102448.0,4.4149,984.13,0.0061,0.0,0,0.0,0.0,none,none,0.0,64377.0,0.3963,0.0,0.0,0,0.0,1,0.25,40612.0,64377.0,14106.83,1,0,1,2,3,mobile,transfer,card_transfer,1,16.81,normal,0,retail
scen_0029,8,347534.0,10772.0,336762.0,-325990.0,31.2627,1683.8,0.0048,10772.0,1,10772.0,0.0,crypto_exchange,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.25,43441.75,67125.0,20483.07,1,0,1,2,2,mobile,transfer,card_transfer,0,21.1,review,0,incoming_series
scen_0030,2,114308.0,26728.0,87580.0,-60852.0,3.2767,875.8,0.0077,26728.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,87580.0,0.7662,0.0,0.0,0,0.0,0,0.0,57154.0,87580.0,30426.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,26.22,review,0,rapid_cash_out
scen_0031,4,194373.0,44099.0,150274.0,-106175.0,3.4077,751.37,0.0039,44099.0,1,0.0,0.0,payment_service,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,48593.25,59692.0,8354.12,1,0,1,2,2,mobile,transfer,card_transfer,0,23.11,review,0,incoming_series
scen_0032,6,166264.0,39389.0,126875.0,-87486.0,3.2211,634.38,0.0038,39389.0,1,0.0,0.0,domestic_bank,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.1667,27710.67,42411.0,11103.87,1,0,0,2,2,mobile,transfer,card_transfer,0,14.44,normal,0,incoming_series
scen_0033,11,580917.0,25000.0,555917.0,-530917.0,22.2367,4049.86,0.007,0.0,0,0.0,0.0,none,none,0.0,254054.0,0.4373,0.0,0.0,0,0.0,2,0.1818,52810.64,92213.0,24057.42,1,0,1,3,3,mobile,transfer,card_transfer,1,18.83,normal,0,retail
scen_0034,2,55052.0,25000.0,30052.0,-5052.0,1.2021,150.26,0.0027,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,27526.0,30052.0,2526.0,1,0,1,1,2,mobile,salary,salary,0,16.26,normal,0,transfer_burst
scen_0035,2,158925.0,78386.0,80539.0,-2153.0,1.0275,805.39,0.0051,78386.0,1,78386.0,0.0,crypto_exchange,regular_sender,0.0,80539.0,0.5068,0.0,0.0,0,0.0,0,0.0,79462.5,80539.0,1076.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,27.44,review,0,rapid_cash_out
scen_0036,13,578901.0,52600.0,526301.0,-473701.0,10.0057,2631.53,0.0045,52600.0,1,0.0,52600.0,foreign_bank_kg,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.4615,44530.85,74332.0,18367.18,1,0,1,2,2,mobile,transfer,card_transfer,0,21.91,review,0,incoming_series
scen_0037,2,66890.0,25000.0,41890.0,-16890.0,1.6756,209.45,0.0031,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,33445.0,41890.0,8445.0,1,0,1,1,2,mobile,salary,salary,0,16.84,normal,0,transfer_burst
scen_0038,2,109588.0,30000.0,79588.0,-49588.0,2.6529,397.94,0.0036,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,54794.0,79588.0,24794.0,1,0,1,1,2,mobile,salary,salary,0,16.48,normal,0,transfer_burst
scen_0039,13,546796.0,35105.0,511691.0,-476586.0,14.576,2558.46,0.0047,35105.0,1,0.0,35105.0,foreign_bank_kg,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.3077,42061.23,78765.0,20908.08,1,0,1,2,2,mobile,transfer,card_transfer,0,18.9,normal,0,incoming_series
scen_0040,11,627345.0,20000.0,607345.0,-587345.0,30.3672,5319.0,0.0085,0.0,0,0.0,0.0,none,none,0.0,456455.0,0.7276,0.0,0.0,0,0.0,3,0.2727,57031.36,87139.0,23722.77,1,0,1,3,3,atm,cash,cash_withdrawal,1,20.34,review,0,retail
scen_0041,2,53423.0,20641.0,32782.0,-12141.0,1.5882,327.82,0.0061,20641.0,1,0.0,20641.0,foreign_bank_kg,anonymous_new_account,0.0,32782.0,0.6136,0.0,0.0,0,0.0,0,0.0,26711.5,32782.0,6070.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,31.67,review,0,rapid_cash_out
scen_0042,8,340805.0,30000.0,310805.0,-280805.0,10.3602,2785.51,0.0082,0.0,0,0.0,0.0,none,none,0.0,246296.0,0.7227,0.0,0.0,0,0.0,4,0.5,42600.62,87304.0,22120.32,1,0,1,3,3,atm,cash,cash_withdrawal,1,23.64,review,0,retail
scen_0043,2,77828.0,30000.0,47828.0,-17828.0,1.5943,239.14,0.0031,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,38914.0,47828.0,8914.0,1,0,1,1,2,mobile,salary,salary,0,17.39,normal,0,transfer_burst
scen_0044,9,481974.0,30000.0,451974.0,-421974.0,15.0658,4015.14,0.0083,0.0,0,0.0,0.0,none,none,0.0,351054.0,0.7284,0.0,0.0,0,0.0,4,0.4444,53552.67,85392.0,21016.71,1,0,1,3,3,atm,cash,cash_withdrawal,1,23.8,review,0,retail
scen_0045,2,77081.0,25000.0,52081.0,-27081.0,2.0832,260.4,0.0034,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,38540.5,52081.0,13540.5,1,0,1,1,2,mobile,salary,salary,0,23.36,review,0,transfer_burst
scen_0046,4,187879.0,25000.0,162879.0,-137879.0,6.5152,1628.79,0.0087,0.0,0,0.0,0.0,none,none,0.0,162879.0,0.8669,0.0,0.0,0,0.0,1,0.25,46969.75,96846.0,31712.47,1,0,1,1,2,branch,cash,cash_withdrawal,1,18.94,normal,0,retail
scen_0047,14,647566.0,25000.0,622566.0,-597566.0,24.9026,5029.56,0.0078,0.0,0,0.0,0.0,none,none,0.0,383344.0,0.592,0.0,0.0,0,0.0,5,0.3571,46254.71,89806.0,24246.87,1,0,1,3,3,mobile,cash,cash_withdrawal,1,21.48,review,0,retail
scen_0048,2,122758.0,46208.0,76550.0,-30342.0,1.6566,765.5,0.0062,46208.0,1,0.0,0.0,payment_service,anonymous_established_account,0.0,76550.0,0.6236,0.0,0.0,0,0.0,0,0.0,61379.0,76550.0,15171.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,27.14,review,0,rapid_cash_out
scen_0049,2,99178.0,25000.0,74178.0,-49178.0,2.9671,370.89,0.0037,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,49589.0,74178.0,24589.0,1,0,1,1,2,mobile,salary,salary,0,13.46,normal,0,transfer_burst
scen_0050,10,545065.0,40613.0,504452.0,-463839.0,12.4209,2522.26,0.0046,40613.0,1,0.0,0.0,payment_service,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.3,54506.5,78937.0,19848.97,1,0,1,2,2,mobile,transfer,card_transfer,0,20.65,review,0,incoming_series
scen_0051,13,548129.0,30000.0,518129.0,-488129.0,17.271,4131.7,0.0075,0.0,0,0.0,0.0,none,none,0.0,308210.0,0.5623,0.0,0.0,0,0.0,3,0.2308,42163.77,99364.0,24024.61,1,0,1,3,3,mobile,cash,cash_withdrawal,1,19.06,normal,0,retail
scen_0052,11,573018.0,47700.0,525318.0,-477618.0,11.013,2626.6,0.0046,47700.0,1,0.0,47700.0,foreign_bank_kg,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.4545,52092.55,67898.0,11719.49,1,0,1,2,2,mobile,transfer,card_transfer,0,23.12,review,0,incoming_series
scen_0053,2,91879.0,30000.0,61879.0,-31879.0,2.0626,309.4,0.0034,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,45939.5,61879.0,15939.5,1,0,1,1,2,mobile,salary,salary,0,15.6,normal,0,transfer_burst
scen_0054,11,537320.0,30000.0,507320.0,-477320.0,16.9107,3865.76,0.0072,0.0,0,0.0,0.0,none,none,0.0,265833.0,0.4947,0.0,0.0,0,0.0,4,0.3636,48847.27,75771.0,17761.54,1,0,0,3,3,mobile,transfer,card_transfer,1,20.16,review,0,retail
scen_0055,2,91385.0,20000.0,71385.0,-51385.0,3.5692,356.92,0.0039,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,45692.5,71385.0,25692.5,1,0,1,1,2,mobile,salary,salary,0,13.07,normal,0,transfer_burst
scen_0056,2,97513.0,39571.0,57942.0,-18371.0,1.4643,579.42,0.0059,39571.0,1,0.0,0.0,payment_service,regular_sender,0.0,57942.0,0.5942,0.0,0.0,0,0.0,0,0.0,48756.5,57942.0,9185.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,30.38,review,0,rapid_cash_out
scen_0057,6,310288.0,30000.0,280288.0,-250288.0,9.3429,2509.43,0.0081,0.0,0,0.0,0.0,none,none,0.0,221599.0,0.7142,0.0,0.0,0,0.0,3,0.5,51714.67,98452.0,28015.74,1,0,1,3,3,atm,cash,cash_withdrawal,1,24.34,review,0,retail
scen_0058,3,80872.0,14877.0,65995.0,-51118.0,4.436,329.98,0.0041,14877.0,1,14877.0,0.0,crypto_exchange,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.3333,26957.33,40775.0,10643.94,1,0,1,2,2,mobile,transfer,card_transfer,0,26.7,review,0,incoming_series
scen_0059,2,150263.0,69459.0,80804.0,-11345.0,1.1633,808.04,0.0054,69459.0,1,69459.0,0.0,crypto_exchange,regular_sender,0.0,80804.0,0.5378,0.0,0.0,0,0.0,1,0.5,75131.5,80804.0,5672.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,33.02,review,0,rapid_cash_out
scen_0060,2,86470.0,22978.0,63492.0,-40514.0,2.7632,634.92,0.0073,22978.0,1,0.0,0.0,payment_service,regular_sender,0.0,63492.0,0.7343,0.0,0.0,0,0.0,0,0.0,43235.0,63492.0,20257.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,21.82,review,0,rapid_cash_out
scen_0061,2,93287.0,25000.0,68287.0,-43287.0,2.7315,341.44,0.0037,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,46643.5,68287.0,21643.5,1,0,1,1,2,mobile,salary,salary,0,13.16,normal,0,transfer_burst
scen_0062,2,88147.0,30000.0,58147.0,-28147.0,1.9382,290.74,0.0033,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,44073.5,58147.0,14073.5,1,0,1,1,2,mobile,salary,salary,0,23.9,review,0,transfer_burst
scen_0063,2,71160.0,25000.0,46160.0,-21160.0,1.8464,230.8,0.0032,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,35580.0,46160.0,10580.0,1,0,1,1,2,mobile,salary,salary,0,14.56,normal,0,transfer_burst
scen_0064,9,268496.0,20000.0,248496.0,-228496.0,12.4248,1387.3,0.0052,0.0,0,0.0,0.0,none,none,0.0,28964.0,0.1079,0.0,0.0,0,0.0,3,0.3333,29832.89,53064.0,13378.75,1,0,1,2,3,mobile,transfer,card_transfer,1,17.54,normal,0,retail
scen_0065,7,319430.0,20000.0,299430.0,-279430.0,14.9715,1743.1,0.0055,0.0,0,0.0,0.0,none,none,0.0,49189.0,0.154,0.0,0.0,0,0.0,4,0.5714,45632.86,77271.0,22371.95,1,0,1,3,3,mobile,transfer,card_transfer,1,22.71,review,0,retail
scen_0066,13,670604.0,25000.0,645604.0,-620604.0,25.8242,5051.25,0.0075,0.0,0,0.0,0.0,none,none,0.0,364646.0,0.5438,0.0,0.0,0,0.0,3,0.2308,51584.92,89730.0,21385.97,1,0,1,3,3,mobile,cash,cash_withdrawal,1,20.08,review,0,retail
scen_0067,2,93351.0,72163.0,21188.0,50975.0,0.2936,211.88,0.0023,72163.0,1,0.0,0.0,domestic_bank,anonymous_new_account,0.0,21188.0,0.227,0.0,0.0,0,0.0,0,0.0,46675.5,72163.0,25487.5,1,0,0,2,2,bank,incoming_transfer,incoming_transfer,1,25.67,review,0,rapid_cash_out
scen_0068,13,739085.0,20000.0,719085.0,-699085.0,35.9543,6303.13,0.0085,0.0,0,0.0,0.0,none,none,0.0,541541.0,0.7327,0.0,0.0,0,0.0,3,0.2308,56852.69,96223.0,28834.48,1,0,1,3,3,branch,cash,cash_withdrawal,1,18.91,normal,0,retail
scen_0069,2,93549.0,14018.0,79531.0,-65513.0,5.6735,795.31,0.0085,14018.0,1,0.0,0.0,domestic_bank,regular_sender,0.0,79531.0,0.8502,0.0,0.0,0,0.0,0,0.0,46774.5,79531.0,32756.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,24.18,review,0,rapid_cash_out
scen_0070,9,455653.0,30632.0,425021.0,-394389.0,13.8751,2125.11,0.0047,30632.0,1,0.0,0.0,domestic_bank,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.1111,50628.11,77154.0,19868.12,1,0,0,2,2,mobile,transfer,card_transfer,0,15.17,normal,0,incoming_series
scen_0071,10,439361.0,27987.0,411374.0,-383387.0,14.6988,2056.86,0.0047,27987.0,1,27987.0,0.0,crypto_exchange,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.3,43936.1,79806.0,21925.33,1,0,1,2,2,mobile,transfer,card_transfer,0,19.89,normal,0,incoming_series
scen_0072,9,460536.0,20000.0,440536.0,-420536.0,22.0268,3870.02,0.0084,0.0,0,0.0,0.0,none,none,0.0,333468.0,0.7241,0.0,0.0,0,0.0,2,0.2222,51170.67,91018.0,24971.76,1,0,1,3,3,branch,cash,cash_withdrawal,1,20.78,review,0,retail
scen_0073,10,506106.0,20000.0,486106.0,-466106.0,24.3053,3261.05,0.0064,0.0,0,0.0,0.0,none,none,0.0,166102.0,0.3282,0.0,0.0,0,0.0,6,0.6,50610.6,74764.0,19874.46,1,0,1,3,3,mobile,transfer,card_transfer,1,22.56,review,0,retail
scen_0074,7,448068.0,25000.0,423068.0,-398068.0,16.9227,3457.48,0.0077,0.0,0,0.0,0.0,none,none,0.0,268428.0,0.5991,0.0,0.0,0,0.0,2,0.2857,64009.71,94497.0,25926.54,1,0,1,3,3,mobile,transfer,card_transfer,1,20.97,review,0,retail
scen_0075,2,90103.0,69050.0,21053.0,47997.0,0.3049,210.53,0.0023,69050.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,21053.0,0.2337,0.0,0.0,0,0.0,0,0.0,45051.5,69050.0,23998.5,1,0,0,2,2,bank,incoming_transfer,incoming_transfer,1,20.0,review,0,rapid_cash_out
scen_0076,2,145894.0,67377.0,78517.0,-11140.0,1.1653,785.17,0.0054,67377.0,1,0.0,0.0,payment_service,regular_sender,0.0,78517.0,0.5382,0.0,0.0,0,0.0,0,0.0,72947.0,78517.0,5570.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,27.8,review,0,rapid_cash_out
scen_0077,2,88578.0,25000.0,63578.0,-38578.0,2.5431,317.89,0.0036,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,44289.0,63578.0,19289.0,1,0,1,1,2,mobile,salary,salary,0,15.43,normal,0,transfer_burst
scen_0078,14,785750.0,30000.0,755750.0,-725750.0,25.1917,6618.32,0.0084,0.0,0,0.0,0.0,none,none,0.0,567913.0,0.7228,0.0,0.0,0,0.0,4,0.2857,56125.0,97878.0,28148.33,1,0,1,3,3,branch,cash,cash_withdrawal,1,19.97,normal,0,retail
scen_0079,2,57176.0,30000.0,27176.0,2824.0,0.9059,135.88,0.0024,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,28588.0,30000.0,1412.0,1,0,1,1,2,mobile,salary,salary,0,22.36,review,0,transfer_burst
scen_0080,4,213594.0,67366.0,146228.0,-78862.0,2.1706,731.13,0.0034,67366.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.5,53398.5,67366.0,10013.66,1,0,1,2,2,mobile,transfer,card_transfer,0,26.59,review,0,incoming_series
scen_0081,5,282109.0,58213.0,223896.0,-165683.0,3.8462,1119.48,0.004,58213.0,1,0.0,0.0,payment_service,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.4,56421.8,75916.0,13818.12,1,0,1,2,2,mobile,transfer,card_transfer,0,24.44,review,0,incoming_series
scen_0082,2,99523.0,16839.0,82684.0,-65845.0,4.9103,826.84,0.0083,16839.0,1,0.0,0.0,payment_service,anonymous_established_account,0.0,82684.0,0.8308,0.0,0.0,0,0.0,1,0.5,49761.5,82684.0,32922.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,37.48,suspicious,1,rapid_cash_out
scen_0083,6,252225.0,25000.0,227225.0,-202225.0,9.089,1513.42,0.006,0.0,0,0.0,0.0,none,none,0.0,75459.0,0.2992,0.0,0.0,0,0.0,0,0.0,42037.5,69130.0,22292.76,1,0,1,2,3,mobile,transfer,card_transfer,1,11.04,normal,0,retail
scen_0084,2,71770.0,20000.0,51770.0,-31770.0,2.5885,258.85,0.0036,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,35885.0,51770.0,15885.0,1,0,1,1,2,mobile,salary,salary,0,14.59,normal,0,transfer_burst
scen_0085,2,48035.0,20000.0,28035.0,-8035.0,1.4018,140.18,0.0029,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,24017.5,28035.0,4017.5,1,0,1,1,2,mobile,salary,salary,0,13.4,normal,0,transfer_burst
